"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 18:35:50 GMT 2021","Fri Aug 13 18:35:54 GMT 2021","4673","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_cookies",""
"passed","Fri Aug 13 18:36:01 GMT 2021","Fri Aug 13 18:36:02 GMT 2021","1332","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_logout",""
"passed","Fri Aug 13 18:36:50 GMT 2021","Fri Aug 13 18:37:01 GMT 2021","10367","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_to_file",""
"passed","Fri Aug 13 18:36:08 GMT 2021","Fri Aug 13 18:36:12 GMT 2021","4722","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_new_post",""
"passed","Fri Aug 13 18:35:57 GMT 2021","Fri Aug 13 18:35:59 GMT 2021","2739","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_good_registration",""
"passed","Fri Aug 13 18:36:05 GMT 2021","Fri Aug 13 18:36:06 GMT 2021","1315","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_signin",""
"passed","Fri Aug 13 18:37:08 GMT 2021","Fri Aug 13 18:37:14 GMT 2021","5522","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_pagination",""
"passed","Fri Aug 13 18:36:23 GMT 2021","Fri Aug 13 18:36:35 GMT 2021","12248","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_del_article",""
"passed","Fri Aug 13 18:35:45 GMT 2021","Fri Aug 13 18:35:47 GMT 2021","2362","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_bad_mail_registration",""
"passed","Fri Aug 13 18:36:38 GMT 2021","Fri Aug 13 18:36:48 GMT 2021","10123","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_data_from_file",""
"passed","Fri Aug 13 18:36:15 GMT 2021","Fri Aug 13 18:36:22 GMT 2021","6977","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_edit_article",""
"passed","Fri Aug 13 18:37:02 GMT 2021","Fri Aug 13 18:37:06 GMT 2021","3746","test","test_sign_up_sign_in_cookie","TestConduitakarmi","","","test_listing",""
